Inner London	Outer London	North East	North West	Yorkshire Humberside	East Midlands	West Midlands	East Anglia	South East	South West
168398.1	136763.9	49432.3	54916.4	54845.0	64879.5	69753.9	95568.3	118165.9	92647.2
167028.0	137190.2	49500.9	55244.9	54658.6	63966.9	69406.1	94453.7	118369.7	92617.5
168008.1	136868.9	49024.2	55432.8	54014.3	64607.6	70593.8	95100.4	117929.4	92584.2
168318.0	136788.5	50361.7	56079.0	54708.6	65236.7	71233.6	96195.4	118983.3	92015.6
171315.2	137200.9	49836.8	55926.8	55006.6	65725.1	71065.0	96627.7	118667.9	92099.8
171034.8	138389.1	49044.6	55380.0	54075.9	65597.6	71384.3	96649.2	119198.0	92717.4
172911.9	139159.3	49587.1	55697.7	54612.0	65928.4	72688.8	98009.3	120769.6	94674.4
174308.1	140128.4	51735.1	57499.7	56161.7	67974.2	74435.5	99734.6	123753.6	97797.8
178887.7	141570.1	52411.8	57694.2	57262.1	69037.8	75470.6	101763.8	125086.2	98508.3
182302.1	143789.1	52266.3	59275.7	57845.8	70033.2	76019.2	102969.3	127693.2	99762.4
185050.5	146544.0	53352.9	60084.0	58616.9	70796.3	76463.4	105159.7	129751.3	102516.8
187074.9	149254.8	55425.2	60725.7	59845.8	72186.4	78646.2	108077.5	131743.2	104464.9
188032.9	151792.6	53720.1	61271.3	60054.7	72636.7	78670.7	108534.7	132693.3	105619.3
189469.8	153606.4	54200.9	61150.8	59514.1	73332.7	78652.0	109229.6	134037.8	106765.4
189195.7	155023.8	54769.4	61510.2	60418.9	74390.8	79833.7	110582.5	135284.8	107208.6
190502.9	155811.0	55878.7	62330.8	61131.0	75378.1	80779.2	111664.7	136468.2	107600.9
191783.4	156999.1	54746.0	61872.2	60884.4	75280.5	80653.5	112373.7	137153.8	108959.8
193149.1	157964.0	54983.2	61565.7	62001.1	76450.1	80880.9	113392.3	136800.7	109637.0
194886.7	159627.1	56509.2	63660.3	62927.7	78292.3	83416.5	115808.5	139424.6	113298.1
198728.0	161911.6	58177.8	64596.1	64739.1	80083.3	85463.8	120064.6	141860.5	115277.9
204005.8	165442.7	60166.4	67350.7	66684.3	82643.5	88014.7	123089.8	146013.0	118717.1
209829.6	169197.3	60958.4	68494.1	68931.5	84539.2	90683.0	125087.6	149123.1	122468.1
214491.0	173348.3	63301.9	70779.7	70211.1	88191.9	92437.3	129418.6	153199.5	126348.7
218645.7	177542.2	65024.7	71765.1	72054.5	91057.9	95134.0	132916.7	157671.8	129887.5
221314.6	181712.2	64454.5	71767.7	73005.1	91479.8	96813.2	134093.9	159842.5	132198.0
222762.2	184954.6	66049.4	72562.1	73921.1	93897.7	98653.4	137098.1	162289.8	135147.6
224640.3	187618.7	68494.4	74763.3	76687.9	96949.3	100766.9	140637.3	164979.8	137401.2
225914.7	190192.7	69490.5	75566.8	77357.2	98178.8	102748.8	141858.1	166938.5	138959.8
228241.1	193078.0	67520.0	76068.9	78554.3	100132.4	104468.2	144866.3	169023.6	141452.0
227631.7	195385.2	68396.4	75938.9	78707.1	102378.1	104108.5	144847.7	169131.8	140640.8
227378.1	196602.2	71925.9	76959.3	80084.5	101518.2	107283.7	145967.7	170870.8	143651.3
227422.9	196979.3	75587.5	80697.5	82882.6	106466.1	108791.3	149010.3	172240.1	145317.4
229347.6	198071.0	77026.4	82861.6	85380.8	108677.2	111250.4	149708.4	173815.2	147079.4
229710.7	199603.1	78788.7	84244.4	87165.3	109586.6	111827.5	149448.5	175524.8	148954.5
231633.7	201578.0	82818.6	87160.3	89509.2	111648.4	114213.4	153578.8	177245.0	151148.6
232201.2	202355.9	84388.9	89471.5	91495.9	114593.2	117481.4	154231.6	177729.7	151745.8
234195.5	203326.0	84723.0	89615.5	91827.5	114575.1	116866.7	154002.1	176383.7	152814.0
233025.2	204348.2	87372.5	91689.4	93298.7	116408.0	118832.0	155411.9	179187.4	154585.3
234039.5	205277.1	88701.0	93428.5	95182.9	117723.2	120802.7	156130.7	180240.2	154303.8
235857.2	206399.5	89551.9	96223.1	97391.5	118022.0	123394.5	157712.8	180699.5	157032.3
238238.6	207314.5	90993.7	95631.7	96820.3	119410.7	122858.1	159709.9	182139.0	158495.0
239296.2	208927.8	88519.7	96905.2	97291.2	120237.0	124026.4	160205.5	183090.6	158169.1
241305.8	210094.4	93021.1	98505.0	100958.7	121241.3	125958.4	161607.9	184545.4	161519.7
243659.8	212434.3	99508.5	104382.6	106608.8	125676.1	129480.2	165135.6	186610.7	165311.3
246541.4	214761.6	102161.9	108066.8	109413.4	128521.7	131961.4	166518.3	189892.7	168379.0
249364.6	217786.0	106437.5	111343.9	112733.3	130950.3	136180.8	170030.8	192249.6	172330.9
253339.6	219792.6	110088.6	115878.0	114940.8	133636.9	138858.0	172266.1	194728.2	175459.7
256614.5	221902.8	111699.5	117149.7	117119.5	136147.8	140986.2	174608.5	198248.3	176344.5
258547.4	222918.4	110489.3	117770.6	118563.4	137141.2	141105.1	175391.2	197735.6	178524.4
256051.3	223418.4	112205.4	118499.5	118290.7	136871.7	142227.7	175715.8	197557.4	178088.4
255566.4	223613.2	109566.2	119979.5	118818.0	138553.8	142444.0	175980.7	199496.5	179185.2
252858.0	223022.9	113511.4	120191.1	120377.9	137765.4	142695.6	174954.8	197794.4	177552.8
253535.6	222731.9	111474.1	118939.3	118923.3	135280.9	140028.3	175322.6	195619.5	175837.9
253301.1	221096.4	110453.9	117629.9	120418.6	136773.8	141548.2	173555.4	196481.9	176019.6
254701.1	220895.3	112595.8	120919.3	121650.2	137121.0	141930.2	173743.3	196494.3	176375.7
257293.3	221006.0	115579.1	123117.9	122182.8	138633.8	143201.6	174294.1	197998.4	177112.3
257978.5	222892.4	117007.3	125768.9	124991.7	140204.6	144166.9	177100.2	198849.3	177973.1
259661.1	224374.5	118614.7	127556.6	126353.4	139707.3	146218.6	178067.2	199219.6	178555.5
260763.8	225071.1	121317.8	128994.0	127946.0	141437.3	147649.1	179281.2	200335.8	180979.2
263219.3	224919.6	123065.7	130262.9	129052.9	142518.3	148529.3	178968.6	200950.3	180356.4
263543.4	225269.4	121254.7	130290.7	129294.8	141381.7	147680.2	179365.8	201180.6	180845.5
261045.0	224777.8	121646.7	129915.4	129476.8	142601.1	147573.1	178384.8	199321.5	180883.3
259643.0	224806.7	123245.4	130312.0	129596.3	142597.3	148518.3	178199.2	200577.3	180778.4
261626.8	224487.2	123089.0	132553.5	130416.3	142296.4	148914.2	179512.0	200783.9	181798.0
264926.4	225564.4	123038.7	130143.8	130043.2	140443.4	147576.3	178992.2	201251.6	181152.3
265721.2	226448.6	121123.7	131609.0	130997.9	140814.4	148738.2	179220.4	201878.5	180356.3
267543.6	227023.9	123785.8	131138.8	131602.3	141417.9	148993.7	180623.0	202725.8	183672.1
270594.7	228292.4	126215.3	135796.6	134859.3	145424.5	150422.1	183444.8	205285.4	185201.3
275878.0	229832.3	126766.8	136328.1	135180.1	145115.7	154179.9	185049.0	208458.3	187086.6
280740.7	232407.5	129083.4	138412.1	136554.3	146425.9	153497.0	185328.2	209555.6	189380.3
284717.2	234614.8	130283.2	139629.8	138361.8	149079.0	153551.2	189026.9	211719.3	191276.6
288586.8	237235.0	129962.0	140071.4	139890.3	149752.3	155921.4	190703.1	213017.0	193534.6
290733.9	239230.1	131627.8	141338.8	140053.4	148304.0	156664.7	190772.2	214853.5	193877.6
293114.1	240654.4	131787.6	141121.1	140644.0	149834.9	156493.3	192058.2	214634.0	195903.7
293277.1	241641.2	130773.6	142273.1	141285.5	150106.0	157409.6	192726.5	216506.9	197356.6
296268.9	243621.8	134035.9	143831.8	143129.3	151840.8	158290.9	194902.8	219389.2	198583.3
300576.0	245738.5	132508.5	142760.2	141823.8	151360.1	157384.2	194993.9	220545.9	197596.8
306776.4	248592.2	131174.5	143624.5	142084.2	152007.8	157787.0	195405.2	219879.4	198960.1
312078.8	250447.7	132120.0	143912.2	142715.5	152595.2	158644.3	197033.9	221581.4	201838.8
317361.8	253408.5	135047.2	146540.8	146139.9	154050.7	161809.4	199474.0	225548.0	202684.1
323397.5	256398.7	135645.2	147773.7	147844.4	154459.3	162201.8	201391.7	230061.1	205885.6
329351.7	259700.6	137654.7	149941.6	149372.5	156216.0	162623.8	204907.6	231684.4	207413.0
336860.3	264430.1	139400.1	150382.4	149680.9	157902.0	163918.4	206815.4	235796.2	210107.7
344875.1	267966.6	138534.7	151510.9	149887.2	159023.0	165806.7	208230.6	236007.3	211402.2
351132.1	271126.0	138306.3	151088.1	149366.2	159537.1	165011.5	209101.8	238302.1	212666.3
352418.9	271923.0	137946.4	151346.0	150233.1	157561.9	165389.6	208925.8	238845.0	211640.6
349987.0	273061.8	138831.5	150751.3	149917.6	157961.6	164201.3	209623.9	238670.1	211623.8
347491.6	274023.0	138507.4	152426.9	150186.2	157244.0	165241.4	209409.1	237099.2	209152.6
345988.8	274751.0	135418.2	148288.7	147224.8	153065.2	161758.2	207690.8	235299.5	207935.7
346036.2	273760.6	135027.1	146830.3	146749.2	153034.2	162208.2	205847.6	231825.2	203728.8
344576.0	272289.6	133568.5	144962.3	145186.7	152240.6	160432.2	203401.4	232494.6	202207.6
343547.1	270681.9	135960.4	147410.8	146225.6	152448.0	159743.5	202148.9	230863.3	203156.8
343642.8	270369.3	137087.0	146681.1	146896.5	152126.5	161333.2	204036.9	232075.9	203439.1
342309.8	269281.6	135464.2	146137.0	143970.2	151545.0	159656.1	200938.6	229212.2	199568.5
343200.1	266840.9	132306.1	143838.7	143731.5	150969.9	156057.5	200308.2	227807.6	198090.3
337538.9	262935.2	131544.8	142259.5	141352.9	146193.5	153811.2	193182.3	220523.3	194289.5
334087.3	257878.4	126925.5	137889.8	137625.4	142592.3	151809.8	188408.4	215166.8	190685.9
323442.3	251516.4	124448.4	136469.0	135400.3	140154.8	148779.2	183684.6	209021.8	186430.6
314976.7	244202.8	123884.2	132871.5	131331.7	134902.0	144774.1	178494.0	203088.1	179719.2
303759.2	238453.1	120275.2	131533.1	130031.9	134826.0	141893.5	176834.5	200349.5	175280.3
297825.0	234448.5	118710.1	127472.1	125554.5	131716.5	139999.3	175527.6	194568.1	173482.8
294733.8	231586.8	117220.6	126937.8	125758.4	129876.1	138503.4	171618.8	191719.8	173251.8
294522.2	228401.2	117078.7	124654.0	123832.8	129915.3	136965.8	168262.8	191155.8	171665.7
291933.6	225820.7	118269.8	127764.8	126502.3	130372.0	137312.6	170920.7	193111.7	171356.0
292879.9	225429.1	119531.8	128223.7	127196.7	129877.9	139242.8	173914.1	196756.2	174181.1
296092.3	227005.9	120823.5	128858.1	128129.7	133111.6	139485.4	173800.3	199317.8	177982.8
303349.4	230628.3	120952.2	130826.1	132156.4	134249.3	143596.6	178444.5	202557.2	179937.6
307409.1	234642.0	122676.2	131723.1	132277.0	136342.5	144703.6	180570.4	206729.5	181845.6
314011.1	238330.1	123725.2	132352.2	132026.7	136489.6	144955.8	182707.7	209425.9	184483.6
317738.4	240970.4	123134.8	133220.3	134007.9	138349.1	146929.0	182946.4	210507.9	184995.3
320247.5	242106.7	124131.1	133662.4	134226.3	138538.8	146230.4	184531.3	212153.0	185918.8
318630.6	244178.4	125207.6	135758.4	135139.4	140586.6	148354.2	185386.7	211679.1	186815.9
324531.4	246747.2	119946.7	131059.8	132780.0	136462.2	146424.0	187909.7	217935.9	188404.3
331100.3	249484.8	121983.9	133089.2	132740.3	139602.4	147484.3	188038.5	217339.3	189125.6
336741.2	251920.7	123109.8	131297.0	132707.2	137857.2	146691.9	188188.3	216665.2	188490.6
337574.8	252634.7	123415.2	134160.2	134398.7	139450.2	149118.8	191141.3	218270.0	190513.6
338197.9	253834.9	122872.9	134292.1	134780.7	141759.7	149464.8	191996.0	220434.4	192511.0
341405.4	254258.1	123620.3	134718.4	135392.8	142143.2	150816.9	191586.0	222047.3	193285.4
345791.9	257470.5	123347.7	133975.0	137281.2	142973.2	151124.3	194837.9	224553.5	194616.8
349397.2	260117.9	126174.5	135743.4	136895.6	144009.6	150663.1	194103.9	224122.7	196162.5
349992.6	262613.6	122223.7	134331.5	135480.2	142087.2	152089.1	195063.1	224586.7	195803.0
345967.9	261307.8	124798.6	133165.7	133059.3	141097.4	149193.1	191946.0	221298.2	194164.9
341156.5	259549.3	120265.1	131198.3	131548.2	139935.3	149168.1	191273.4	219815.1	191692.7
340006.0	257742.1	119687.9	131347.2	132684.6	139102.9	148524.7	190404.2	218656.6	189734.7
341637.8	257846.8	117111.0	129891.8	128975.0	136417.7	146490.4	189424.4	216680.3	188991.5
344710.5	257755.4	116809.1	128951.2	130825.1	137219.8	144486.0	187264.0	217190.2	187669.4
347736.6	257125.2	115710.8	127766.7	127764.1	136388.4	143209.2	188535.4	215778.3	187586.2
354440.7	256848.6	119437.9	129499.6	131790.0	137100.2	145562.3	189403.3	218178.1	188251.0
353002.3	257321.5	119979.0	128752.6	131713.0	137464.1	145691.8	189681.7	218577.1	187412.5
352698.3	256882.0	119671.3	128483.5	130287.8	137792.7	145807.0	189104.7	219162.1	189494.0
352137.0	258056.9	117615.8	130275.1	131165.1	140060.1	146183.8	191791.8	222005.4	191264.4
360016.6	259231.1	116960.7	131341.5	132379.7	140622.7	146182.9	192615.9	220343.9	191964.1
363437.0	262250.4	117235.6	130471.9	131546.3	138920.5	147654.9	190804.5	221239.4	189499.4
360135.0	262082.7	116238.4	129674.2	129242.8	137499.5	144812.2	190749.1	218308.8	189764.8
357548.3	261425.5	117028.3	127346.4	129846.9	137838.9	145825.4	191615.9	219732.1	188932.7
355727.2	260790.0	115327.7	128039.0	129613.6	138722.6	143627.5	190794.9	219371.0	187425.7
358560.2	260452.3	113011.1	125780.5	126762.7	136369.0	145071.0	191894.1	217660.0	189941.6
358013.6	261397.4	113851.6	127310.7	127906.3	136102.4	143615.5	190305.6	218486.8	189653.0
358498.9	260217.3	116622.4	127819.6	128570.4	137025.2	144778.9	189083.6	219094.1	188079.0
360811.2	261426.3	116031.4	128284.5	128045.0	138439.7	144490.2	192845.6	223222.8	190924.5
368180.3	263628.1	115600.5	127458.9	129642.0	138250.6	144126.4	193690.3	223509.0	190367.0
376259.0	267854.6	117443.9	129810.5	130979.0	139459.2	147712.8	193514.6	224379.1	191813.0
380455.3	270718.0	117137.1	129030.3	131166.6	140983.0	147398.8	196166.2	226769.7	193529.9
383888.2	272009.5	119748.7	130136.7	131780.6	139793.1	147400.6	196204.1	227860.9	192031.6
384885.1	272343.5	118194.3	129969.8	130578.7	139261.9	147227.2	195032.4	228456.6	191674.2
385802.2	272555.1	116854.1	126996.9	129216.9	139395.2	145709.4	195730.1	224926.8	191820.2
384930.3	272231.9	116776.8	128922.0	130286.6	139511.4	146988.3	195007.2	224563.1	191425.8
388965.6	272916.0	114860.4	127861.5	129700.7	138977.3	147385.6	194059.1	225865.4	187901.0
390037.5	272939.8	113585.4	124577.5	125515.9	137536.5	145005.1	194208.6	225210.3	189820.1
395422.3	272864.1	112007.9	127100.4	128098.7	137599.3	145470.0	192417.7	223860.7	189235.9
393128.3	273228.5	115161.3	126970.3	127679.5	138561.8	145982.9	196234.8	225294.8	190494.1
399722.2	274814.5	115329.8	127515.2	127979.5	139314.3	146319.7	196687.3	227861.6	193336.1
402135.8	277958.1	115849.0	128084.7	130026.5	141012.4	147312.0	195927.8	228342.5	192847.7
409237.7	280599.7	115645.3	129600.3	130723.6	141366.9	149456.8	198110.1	230986.9	193266.8
414524.6	284014.3	118564.1	129713.4	131471.5	142534.5	150342.9	201278.6	233752.0	195066.3
421121.0	287477.5	120219.3	131531.9	131934.0	144029.7	151665.3	202192.6	234506.7	196500.2
431675.9	290390.3	119140.5	131407.9	133206.7	143552.8	149815.8	202026.1	235142.6	198055.0
435060.8	292253.8	112867.5	129085.5	130967.1	144443.6	151178.5	203714.4	235310.8	197254.4
439723.5	293991.2	116455.6	130047.3	131770.1	143521.6	151495.0	202626.4	237223.7	197476.4
445132.3	297099.4	116273.5	131350.3	133265.4	145941.9	152008.5	207270.1	238974.6	198612.9
452766.1	301242.4	114530.7	129790.0	131526.2	145260.7	152152.2	205791.5	240960.7	198251.6
460080.7	304737.6	114784.2	131369.7	133566.2	146741.5	151239.1	207357.5	241313.9	198984.9
462876.5	307978.9	116316.9	130060.9	131799.8	146448.3	153208.6	208324.7	243370.6	200618.1
470730.9	313805.8	118314.8	133616.0	135526.5	149318.8	155245.3	212540.9	247104.6	204087.3
482727.6	320352.3	118613.4	134135.5	136372.2	150007.9	155723.8	216195.4	251395.1	204097.5
493876.1	327716.9	121217.2	135869.7	136405.7	151453.5	157735.7	218023.4	253441.3	204781.4
503943.1	334423.6	121279.2	136628.5	138055.7	152658.2	158072.9	221817.0	257701.1	209034.4
511625.6	341526.4	121329.0	138229.5	139748.6	155033.1	160571.2	224166.9	261253.6	211731.1
518513.0	346341.4	120250.5	138050.1	137813.1	155262.9	160011.1	226242.9	263171.5	213431.6
518898.6	347869.9	118618.6	137382.8	138638.6	154169.8	159925.1	227303.5	263517.9	212152.0
514369.4	347994.0	118777.9	136864.0	138291.0	154008.6	159781.6	226352.3	262969.0	210798.7
512010.8	348664.9	118798.2	136688.3	139199.1	153904.3	160266.9	227175.5	264217.0	211576.1
512580.6	348673.4	117155.6	136041.0	136168.7	153669.0	158682.7	228276.2	264848.3	212877.8
514883.1	349499.5	118525.4	137140.7	136993.4	154209.9	160388.3	229383.2	264568.4	210049.7
514287.8	350558.5	117577.6	135261.4	137739.6	154728.0	159293.0	229497.2	265089.8	212109.4
516626.3	353109.5	121598.2	137256.2	138435.0	155679.7	161813.1	231912.1	268549.8	214540.9
522777.0	355716.9	120610.2	139667.6	141654.2	157709.0	162630.5	235051.7	271146.7	215497.5
529292.4	359886.1	122583.7	139138.0	141871.5	158959.9	164403.7	236143.4	275223.9	217582.4
538073.1	366101.2	122669.4	141510.0	144732.9	161179.6	166015.8	241817.4	279875.4	220044.0
543935.6	373092.3	123621.3	142462.5	145312.8	163207.5	167862.5	244547.0	283369.4	223210.3
552796.4	378841.0	123303.7	142768.8	144635.4	162174.1	167589.9	247282.5	284374.4	224435.3
551522.8	383464.9	121512.5	142081.6	144324.6	163770.8	167550.1	248466.9	286452.5	224226.3
553907.9	386808.2	123031.5	142829.3	145035.5	164460.4	168870.7	251802.7	288508.5	226490.0
553855.0	391612.0	123596.5	142865.9	145530.5	165081.4	169285.6	252915.4	291298.4	226855.1
563206.0	395627.0	121095.7	143138.8	144593.7	164945.8	169747.0	255234.6	293678.1	226546.6
565404.8	400430.6	121085.0	143009.2	145063.9	164383.3	168690.8	255449.8	295613.2	227522.9
573538.3	403845.0	122836.9	141447.4	143824.3	165175.2	169299.7	259685.5	300201.3	233607.2
570187.3	406939.6	122481.5	146681.4	148144.9	167913.2	172955.0	259733.3	297712.2	227636.3
571468.5	410965.6	124695.9	147752.7	148711.7	168770.6	174741.3	264376.7	301201.6	231317.8
566683.8	414607.6	126898.2	148176.3	150349.5	170090.6	176729.4	267333.1	305125.5	233699.8
571651.7	419288.5	127710.3	150341.1	151334.1	171782.5	176942.8	270678.0	309069.0	235664.8
571708.7	421381.5	126115.6	150173.6	151485.7	172648.8	178960.0	271150.8	309981.3	236831.9
575680.5	421397.2	124781.5	150037.8	150518.6	173271.9	178836.7	273096.9	307429.2	237148.4
574414.3	419809.7	124213.4	148332.0	150357.5	172479.0	177065.5	272588.7	307992.4	235616.5
577947.8	417764.7	124910.2	149722.6	151219.4	173872.2	179247.6	273381.8	307867.1	237149.9
577117.1	418403.2	126333.4	149559.7	152583.4	174665.4	179668.4	275945.1	309185.3	236288.2
579471.0	419564.2	122054.8	149370.6	148915.6	172958.5	178493.5	275049.2	312894.7	238829.0
582285.4	421116.7	124088.2	150959.6	150720.9	175109.9	179530.4	277279.5	310032.7	239143.1
582410.6	422509.7	121857.5	149614.7	149659.9	174955.7	179541.9	275435.0	310447.4	238248.4
584782.5	423456.1	124897.4	152216.8	153247.8	177942.3	181411.0	279496.8	313583.2	240488.9
584443.1	425570.9	127074.3	153125.8	154546.5	178966.3	183198.9	282054.4	315314.4	242531.1
586941.9	426715.0	128096.1	155060.9	155801.5	180203.9	185214.1	283380.7	318363.6	245038.8
589998.7	429517.8	127982.9	156760.8	156514.4	183172.0	187218.6	287743.3	321088.4	248904.3
593126.9	431257.3	129744.8	158250.7	158065.2	182815.1	189282.1	287557.5	323105.1	250486.3
593832.4	432739.4	127508.8	157731.5	157889.2	183826.0	188334.4	288398.6	322721.1	249485.0
588908.0	431667.3	128748.1	157307.0	156904.7	183986.9	188785.8	288333.3	322191.0	250898.0
582248.1	429582.3	127003.1	157846.0	157055.7	184023.5	188773.2	287123.5	320662.2	249359.0
578266.2	427884.5	130023.3	158740.9	158359.2	184894.4	190354.0	289157.5	320837.4	249833.5
