Parker,South Africa,forward,75,1,32,2,0
Pienaar,South Africa,midfielder,252,2,126,3,0
Sibaya,South Africa,midfielder,90,1,39,2,0
Thwala,South Africa,defender,45,0,19,2,0
Tshabalala,South Africa,midfielder,270,9,135,8,0
Cha Du-Ri,South Korea,defender,270,2,105,3,0
Cho Yong-Hyung,South Korea,defender,360,0,111,10,0
Jung Sung-Ryong,South Korea,goalkeeper,360,0,49,0,14
Ki Sung-Yong,South Korea,midfielder,292,2,162,6,0
Kim Dong-Jin,South Korea,defender,1,0,0,0,0
Kim Jae-Sung,South Korea,midfielder,65,0,37,0,0
Kim Jung-Woo,South Korea,midfielder,360,4,184,10,0
Kim Nam-Il,South Korea,midfielder,86,2,38,6,0
Lee Chung-Yong,South Korea,midfielder,359,7,147,12,0
Lee Dong-Gook,South Korea,forward,38,1,14,0,0
Lee Jung-Soo,South Korea,defender,360,2,164,8,0
Lee Seung-Yeoul,South Korea,forward,3,0,0,0,0
Lee Young-Pyo,South Korea,defender,360,2,160,2,0
Oh Beom-Seok,South Korea,defender,90,1,34,3,0
Park Chu-Young,South Korea,forward,347,14,96,0,0
Park Ji-Sung,South Korea,midfielder,360,5,127,13,0
Yeom Ki-Hun,South Korea,midfielder,249,2,80,6,0
Alonso,Spain,midfielder,506,9,465,18,0
Arbeloa,Spain,defender,13,0,12,0,0
Busquets,Spain,midfielder,511,0,466,15,0
Capdevila,Spain,defender,540,1,310,10,0
Casillas,Spain,goalkeeper,540,0,67,0,11
Fabregas,Spain,midfielder,94,1,116,2,0
Iniesta,Spain,midfielder,437,8,299,11,0
Javi Martuenez,Spain,midfielder,17,0,17,0,0
Jesus Navas,Spain,midfielder,118,4,61,1,0
Juan Mata,Spain,midfielder,20,1,16,0,0
Llorente,Spain,forward,31,2,12,0,0
Marchena,Spain,defender,8,0,1,0,0
Pedro Rodriguez,Spain,midfielder,116,5,80,0,0
Pique,Spain,defender,540,2,402,15,0
Puyol,Spain,defender,534,3,254,8,0
Ramos,Spain,defender,527,9,299,7,0
Silva,Spain,midfielder,66,2,42,2,0
Torres,Spain,forward,278,9,50,0,0
Villa,Spain,forward,529,22,169,2,0
Xavi,Spain,midfielder,515,4,563,6,0
Barnetta,Switzerland,midfielder,227,3,104,5,0
Behrami,Switzerland,midfielder,31,0,4,1,0
Benaglio,Switzerland,goalkeeper,270,0,75,0,11
Bunjaku,Switzerland,forward,13,0,5,0,0
Derdiyok,Switzerland,forward,191,4,47,1,0
Eggimann,Switzerland,defender,1,0,0,0,0
Fernandes,Switzerland,midfielder,212,1,56,7,0
Frei,Switzerland,forward,63,2,11,0,0
Grichting,Switzerland,defender,270,1,82,6,0
Huggel,Switzerland,midfielder,258,0,87,8,0
Inler,Switzerland,midfielder,270,2,138,6,0
Lichtsteiner,Switzerland,defender,270,2,80,10,0
Nkufo,Switzerland,forward,227,2,65,2,0
Senderos,Switzerland,defender,36,0,9,1,0
Shaqiri,Switzerland,midfielder,12,0,9,0,0
Yakin,Switzerland,midfielder,56,3,26,0,0
Ziegler,Switzerland,defender,270,1,71,9,0
von Bergen,Switzerland,defender,234,0,79,3,0
Abreu,Uruguay,forward,72,0,15,0,0
Arevalo Rios,Uruguay,midfielder,570,5,195,21,0
Cavani,Uruguay,forward,435,9,151,11,0
Caceres,Uruguay,defender,90,0,32,4,0
Eguren,Uruguay,midfielder,2,0,1,0,0
Fernandez,Uruguay,midfielder,75,1,17,3,0
Fernandez,Uruguay,forward,7,0,5,0,0
Forlan,Uruguay,forward,564,18,202,0,0
Fucile,Uruguay,defender,371,2,115,14,0
Gargano,Uruguay,midfielder,91,0,44,1,0
Goduen,Uruguay,defender,315,1,120,9,0
Gonzalez,Uruguay,midfielder,63,0,34,2,0
Lodeiro,Uruguay,midfielder,109,0,37,1,0
Lugano,Uruguay,defender,398,2,67,6,0
Maxi Pereira,Uruguay,midfielder,570,5,182,15,0
Muslera,Uruguay,goalkeeper,570,0,75,0,16
Perez,Uruguay,midfielder,567,2,252,34,0
Scotti,Uruguay,defender,95,0,22,5,0
Suarez,Uruguay,forward,452,19,127,4,0
Victorino,Uruguay,defender,435,0,141,7,0
Alvaro Pereira,Uruguay,midfielder,409,6,140,17,0
Beasley,USA,midfielder,10,0,4,0,0
Bocanegra,USA,defender,390,1,130,9,0
Bornstein,USA,defender,200,2,72,5,0
Bradley,USA,midfielder,390,6,210,9,0
Buddle,USA,forward,39,1,12,0,0
Cherundolo,USA,defender,390,1,180,10,0
Clark,USA,midfielder,121,0,42,4,0
Demerit,USA,defender,390,2,129,7,0
Dempsey,USA,midfielder,390,15,137,6,0
Donovan,USA,forward,390,7,165,9,0
Edu,USA,midfielder,198,2,116,4,0
Feilhaber,USA,midfielder,165,3,71,5,0
Findley,USA,forward,167,1,40,0,0
Gomez,USA,forward,85,4,18,0,0
Holden,USA,midfielder,4,0,2,0,0
Howard,USA,goalkeeper,390,0,81,0,14
Jozy Altidore,USA,forward,356,8,84,2,0
Onyewu,USA,defender,170,1,69,2,0
Torres,USA,midfielder,45,1,32,0,0
