date,ticker,open,high,low,close,volume
2014-12-01,KO,44.18,44.765,42.94,44.55,326856137
2014-12-01,XRX,13.9,14.36,14.1,13.83,138319700
date,ticker,open,high,low,close,volume
2015-01-01,GOOGL,532.6,545.41,543.1,529.55,52843510
2015-01-01,GS,195.3,195.73,175.69,194.41,64065077
2015-01-01,KO,42.26,43.83,41.93,42.14,293058539
2015-01-01,XRX,13.88,14.15,13.51,13.75,110272374
2015-02-01,GOOGL,534.32,569.42,560.1299,532.2,40420326
2015-02-01,GS,172.99,193.28,192.5,175.49,50147033
2015-02-01,KO,41.21,43.66,43.03,41.59,291640605
2015-02-01,XRX,13.19,14.02,13.66,13.38,122972594
2015-03-01,GOOGL,567,583.2,562.45,575.02,43207344
2015-03-01,GS,190,194.25,190.55,191.79,50251010
2015-03-01,KO,43.12,43.28,40.9,43.2,370690280
2015-03-01,XRX,13.65,13.72,12.98,13.58,172338946
2015-04-01,GOOGL,554.83,584.7,561.11,549.49,43746541
2015-04-01,GS,187.94,202.87,199.75,192.23,55718259
2015-04-01,KO,40.79,41.61,40.58,40.68,283884409
2015-04-01,XRX,12.85,13.33,11.56,12.67,219450197
2015-05-01,GOOGL,550.51,558.24,553.94,551.16,32421761
2015-05-01,GS,198.45,209.68,208.27,197.53,46689527
2015-05-01,KO,40.58,41.69,41.18,40.91,230528362
2015-05-01,XRX,11.55,11.859,11.5,11.52,209800762
2015-06-01,GOOGL,548.73,565.61,545.9,549.21,35218182
2015-06-01,GS,207.32,218.77,210.79,207.81,57900163
2015-06-01,KO,41.36,41.405,39.61,40.94,288244211
2015-06-01,XRX,11.44,11.615,10.9,11.46,164635027
2015-07-01,GOOGL,543.66,713.33,664.9999,543.3,68543766
2015-07-01,GS,211.63,214.61,207.47,209.94,51968495
2015-07-01,KO,39.38,41.6,41.22,39.5,267904028
2015-07-01,XRX,10.71,11.2,11.05,10.68,293566268
2015-08-01,GOOGL,657.66,704,664.41,664.72,55344735
2015-08-01,GS,205.75,207.78,190.25,204.69,65665429
2015-08-01,KO,40.85,42.25,39.45,41.54,342909598
2015-08-01,XRX,11.04,11.46,10.395,10.94,261885312
2015-09-01,GOOGL,633.66,681.99,639.31,629.56,43458108
2015-09-01,GS,184.68,191.75,175.08,182.12,75850029
2015-09-01,KO,38.7,40.23,40.08,38.75,347010080
2015-09-01,XRX,9.95,10.78,9.75,9.78,248153968
2015-10-01,GOOGL,637.94,752.5,746.31,642,50293840
2015-10-01,GS,174.4,191.96,190.09,176.02,68716247
2015-10-01,KO,40.22,43.85,42.86,39.8,366558835
2015-10-01,XRX,9.71,10.64,9.49,9.64,321782809
2015-11-01,GOOGL,737.88,782.9,775.03,747.74,37574197
2015-11-01,GS,188.32,199.9,191.08,189.68,50694185
2015-11-01,KO,42.32,43.6,43.15,42.24,252116597
2015-11-01,XRX,9.43,11.02,10.68,9.69,245964292
2015-12-01,GOOGL,766.94,798.69,788.33,783.79,43650531
2015-12-01,GS,191.22,193.84,182.885,193.07,65452341
2015-12-01,KO,42.73,43.91,43.34,42.89,286571213
2015-12-01,XRX,10.58,10.93,10.7037,10.69,205487594
