date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-02-18,50.9915,51.5452,50.8861,51.4046,14992626,14992626,0.298813,0.585,51.3631,"Feb 18, 14",0
2014-02-19,51.2903,51.4485,50.2884,50.3236,18687923,18687923,-1.081,-2.103,50.757,"Feb 19, 14",-0.02102924640985443
2014-02-20,50.5609,50.9485,50.3323,50.6048,12463670,12463670,0.281234,0.559,50.65,"Feb 20, 14",-0.015558918851620375
2014-02-21,50.6136,50.8333,50.4203,50.6312,16790791,16790791,0.026367,0.052,50.6178,"Feb 21, 14",-0.015045346136338037
2014-02-24,50.64,51.1761,50.6004,51.0003,16211245,16211245,0.369121,0.729,50.9744,"Feb 24, 14",-0.007865054878357175
2014-02-25,50.8861,50.9564,50.0248,50.1215,17996128,17996128,-0.878863,-1.723,50.38,"Feb 25, 14",-0.024960801173435927
2014-02-26,50.4203,50.4291,49.4122,49.8754,23674645,23674645,-0.246079,-0.491,49.8524,"Feb 26, 14",-0.02974831046248785
2014-02-27,49.9017,49.9984,49.3393,49.8226,16285365,16285365,-0.05273,-0.106,49.6896,"Feb 27, 14",-0.030775455893052386
2014-02-28,49.7172,50.4906,49.559,49.9369,18599829,18599829,0.11425,0.229,50.0308,"Feb 28, 14",-0.02855191947802338
2014-03-03,49.4799,49.5854,48.9438,49.4008,19150953,19150953,-0.536106,-1.074,49.066,"Mar 3, 14",-0.03898094723040361
2014-03-04,50.0511,50.4115,49.7787,50.3236,17174334,17174334,0.922806,1.868,50.1383,"Mar 4, 14",-0.02102924640985443
2014-03-05,50.5169,51.2288,50.4115,51.1146,17762232,17762232,0.790973,1.572,51.2542,"Mar 5, 14",-0.005641518463328168
2014-03-06,51.4222,51.9279,51.3255,51.7649,19430068,19430068,0.650358,1.272,51.7675,"Mar 6, 14",0.007009100352886612
2014-03-07,52.1604,52.5559,51.9143,52.2044,18615141,18615141,0.439431,0.849,52.2163,"Mar 7, 14",0.015558918851620236
2014-03-10,51.9759,52.2747,51.7342,52.0286,16965386,16965386,-0.175774,-0.337,52.0238,"Mar 10, 14",0.01213899145212676
2014-03-11,52.2219,52.2483,51.0882,51.1409,19436589,19436589,-0.887649,-1.706,51.4365,"Mar 11, 14",-0.005129891099240147
2014-03-12,50.7103,50.9388,50.4642,50.9036,17937197,17937197,-0.23729,-0.464,50.7696,"Mar 12, 14",-0.009746209483198095
2014-03-13,50.974,51.2728,50.2621,50.4642,17192490,17192490,-0.439431,-0.863,48.0901,"Mar 13, 14",-0.018294082630737403
2014-03-14,50.1918,50.5609,49.7611,49.9193,18635842,18635842,-0.544894,-1.08,50.055,"Mar 14, 14",-0.028894301288211605
2014-03-17,50.2797,50.7103,50.139,50.6048,13589185,13589185,0.68551,1.373,50.487,"Mar 17, 14",-0.015558918851620375
2014-03-18,50.8158,51.1146,50.64,51.0267,12554754,12554754,0.421855,0.834,50.8553,"Mar 18, 14",-0.007351482163074976
2014-03-19,50.9652,51.7913,50.8773,51.2376,21450652,21450652,0.210927,0.413,49.6249,"Mar 19, 14",-0.0032487364943993647
2014-03-20,51.2903,53.1623,51.0882,52.8284,33736470,33736470,1.5907,3.105,52.62,"Mar 20, 14",0.027697910303747134
2014-03-21,53.5754,53.7863,52.7317,52.8811,35151970,35151970,0.052731,0.1,51.3313,"Mar 21, 14",0.028723110383117492
2014-03-24,53.0569,53.7775,53.0393,53.6721,25810459,25810459,0.790976,1.496,53.4831,"Mar 24, 14",0.04411083832964362
2014-03-25,53.7072,54.0324,53.2238,53.549,24053467,24053467,-0.123042,-0.229,53.5847,"Mar 25, 14",0.041716111009520496
2014-03-26,53.8215,53.9621,52.635,52.6438,22745202,22745202,-0.905228,-1.69,52.9646,"Mar 26, 14",0.024106791999159546
2014-03-27,52.6789,53.215,51.8704,52.6614,24632614,24632614,0.017579,0.033,52.2627,"Mar 27, 14",0.024449173809347767
2014-03-28,52.9162,53.2502,52.4504,52.7668,14708741,14708741,0.105464,0.2,52.8636,"Mar 28, 14",0.026499573968088486
2014-03-31,53.4611,53.6237,53.259,53.3557,15216691,15216691,0.588838,1.116,53.3984,"Mar 31, 14",0.03795574715103311
2014-04-01,53.5666,53.8654,53.0569,53.3205,14586580,14586580,-0.035156,-0.066,53.3642,"Apr 1, 14",0.0372709835306568
2014-04-02,53.3912,53.745,53.2409,53.4885,14010233,14010233,0.168016,0.315,53.4916,"Apr 2, 14",0.04053917353699863
2014-04-03,53.6389,53.7715,53.3116,53.6477,11925208,11925208,0.159192,0.298,53.5683,"Apr 3, 14",0.043636172638246346
2014-04-04,53.9661,54.0015,52.8871,52.896,16966909,16966909,-0.751741,-1.401,53.296,"Apr 4, 14",0.029012967711060853
2014-04-07,52.7899,53.064,52.0381,52.1796,18685680,18685680,-0.716366,-1.354,52.3488,"Apr 7, 14",0.015076471755445983
2014-04-08,52.0027,52.1973,51.5163,52.047,16956476,16956476,-0.13266,-0.254,51.9559,"Apr 8, 14",0.012496936071868957
2014-04-09,52.2681,52.5776,51.733,52.4184,15308441,15308441,0.37145,0.714,52.1444,"Apr 9, 14",0.01972197040731756
2014-04-10,52.4892,52.5245,50.7469,50.7646,29977179,29977179,-1.6538,-3.155,50.9321,"Apr 10, 14",-0.012450247643207039
2014-04-11,48.8012,49.5706,48.244,48.9073,47248387,47248387,-1.8572,-3.659,49.0287,"Apr 11, 14",-0.048581255374032725
2014-04-14,49.3938,49.4734,48.1821,48.6066,31081491,31081491,-0.300698,-0.615,48.5618,"Apr 14, 14",-0.05443092641514576
2014-04-15,48.7216,49.208,48.0672,48.4651,26693846,26693846,-0.141504,-0.291,48.4476,"Apr 15, 14",-0.05718359835501108
2014-04-16,48.642,48.9516,48.3679,48.872,27050795,27050795,0.406827,0.839,48.7572,"Apr 16, 14",-0.04926796434560335
2014-04-17,48.9427,49.1461,48.6535,48.8366,17955801,17955801,-0.035377,-0.072,48.8673,"Apr 17, 14",-0.04995661866836829
2014-04-21,48.872,49.0046,48.6332,48.6685,12384757,12384757,-0.168038,-0.344,48.7719,"Apr 21, 14",-0.0532267540259043
2014-04-22,48.6774,49.5972,48.5889,49.3584,16265271,16265271,0.689831,1.417,49.2809,"Apr 22, 14",-0.03980577613676595
2014-04-23,49.3495,49.6325,49.1379,49.5706,11381029,11381029,0.212258,0.43,49.4101,"Apr 23, 14",-0.0356777409025652
2014-04-24,49.5883,49.7564,49.1815,49.6945,15368188,15368188,0.123815,0.25,49.5916,"Apr 24, 14",-0.03326745077288811
2014-04-25,49.8006,49.836,49.208,49.2611,15939621,15939621,-0.433354,-0.872,49.3467,"Apr 25, 14",-0.041698602848772345
2014-04-28,49.1992,49.2611,48.359,49.0754,21394062,21394062,-0.185725,-0.377,48.9063,"Apr 28, 14",-0.04531112001649658
2014-04-29,49.2876,49.7962,49.1461,49.6149,13453407,13453407,0.539486,1.099,49.5335,"Apr 29, 14",-0.034815950323511966
2014-04-30,49.7387,49.836,49.2788,49.5087,14388102,14388102,-0.10613,-0.214,49.4576,"Apr 30, 14",-0.03688191329180666
2014-05-01,49.4557,49.6945,49.0842,49.2788,12744643,12744643,-0.229945,-0.464,49.3135,"May 1, 14",-0.041354275687389946
2014-05-02,49.3761,49.8536,49.0312,49.155,15153795,15153795,-0.123814,-0.251,49.3477,"May 2, 14",-0.04376262046587272
2014-05-05,47.6515,48.4121,47.4923,47.9522,25237392,25237392,-1.2028,-2.447,47.9351,"May 5, 14",-0.06716130463032499
2014-05-06,47.793,47.8107,47.1562,47.1739,25327415,25327415,-0.778271,-1.623,47.8264,"May 6, 14",-0.08230197297518119
2014-05-07,47.3596,47.8637,47.0855,47.8018,18503048,18503048,0.627922,1.331,47.569,"May 7, 14",-0.0700871128264786
2014-05-08,47.9345,48.2263,47.8063,48.076,16091486,16091486,0.274163,0.574,48.0761,"May 8, 14",-0.06475295985184208
2014-05-09,47.9522,48.0291,47.4702,47.7665,12366481,12366481,-0.309539,-0.644,47.7445,"May 9, 14",-0.07077382179804922
2014-05-12,47.9964,48.3767,47.7841,48.3325,12825906,12825906,0.566017,1.185,48.1949,"May 12, 14",-0.05976313403858796
2014-05-13,48.4121,48.4917,48.1998,48.3059,12310881,12310881,-0.026531,-0.055,51.622,"May 13, 14",-0.06028059745625879
2014-05-14,48.3236,48.3767,48.0229,48.076,10334933,10334933,-0.229947,-0.476,48.1306,"May 14, 14",-0.06475295985184208
2014-05-15,47.9345,47.9345,47.1828,47.3243,19763012,19763012,-0.751736,-1.564,47.4713,"May 15, 14",-0.07937616477902758
2014-05-16,47.2447,47.3243,46.8467,47.1474,19993160,19993160,-0.176883,-0.374,47.1697,"May 16, 14",-0.08281749104165784
2014-05-19,46.944,47.678,46.9263,47.6073,12068854,12068854,0.459887,0.975,47.3893,"May 19, 14",-0.07387082089929695
2014-05-20,47.51,47.793,47.2358,47.51,16888227,16888227,-0.097281,-0.204,47.4953,"May 20, 14",-0.07576364761130334
2014-05-21,47.8018,48.2883,47.7399,47.8637,13210922,13210922,0.353759,0.745,48.4657,"May 21, 14",-0.06888294043723714
2014-05-22,47.908,48.2883,47.7753,48.244,11801568,11801568,0.380293,0.795,48.1755,"May 22, 14",-0.06148476984550025
