date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-02-18,69.9775,70.1212,69.2142,69.6632,4954868,4954868,-0.323302,-0.462,69.6345,"Feb 18, 14",0
2014-02-19,69.3758,69.6183,68.6125,68.6574,7768088,7768088,-1.0058,-1.444,68.9033,"Feb 19, 14",-0.014438039022037571
2014-02-20,68.7831,69.6542,68.7382,69.5824,5852270,5852270,0.925015,1.347,69.3494,"Feb 20, 14",-0.0011598663282765711
2014-02-21,69.4746,70.0853,69.4746,69.8159,7765502,7765502,0.233496,0.336,69.8432,"Feb 21, 14",0.0021919751030672696
2014-02-24,69.9057,70.2739,69.5644,69.9326,11743785,11743785,0.116747,0.167,69.8881,"Feb 24, 14",0.003867178079674639
2014-02-25,71.5581,72.7436,71.2438,72.7256,13425902,13425902,2.793,3.994,71.9409,"Feb 25, 14",0.04396008222418718
2014-02-26,72.7346,74.2793,72.555,73.3722,9737916,9737916,0.646608,0.889,73.5808,"Feb 26, 14",0.05324188380665836
2014-02-27,73.3363,73.8213,72.3934,73.6147,6041528,6041528,0.24248,0.33,73.4379,"Feb 27, 14",0.05672291826961718
2014-02-28,73.5429,74.6295,73.0938,73.6686,7239956,7239956,0.053884,0.073,73.8336,"Feb 28, 14",0.05749664098117793
2014-03-03,72.5011,73.6685,72.4023,73.6417,8359542,8359542,-0.026942,-0.037,72.9295,"Mar 3, 14",0.05711049736446211
2014-03-04,74.441,74.7194,74.2793,74.423,6368258,6368258,0.781319,1.061,74.5104,"Mar 4, 14",0.06832588798677061
2014-03-05,74.4589,74.7194,74.1581,74.4589,5071030,5071030,0.035923,0.048,74.4474,"Mar 5, 14",0.06884122463510141
2014-03-06,74.3422,74.441,73.8482,74.0099,6174796,6174796,-0.449034,-0.603,74.2342,"Mar 6, 14",0.06239592783564347
2014-03-07,74.1895,74.2434,73.6776,74.1356,5288531,5288531,0.12573,0.17,74.0235,"Mar 7, 14",0.06420032384386581
2014-03-10,74.0368,74.1266,73.3992,73.8033,4139181,4139181,-0.332285,-0.448,73.7237,"Mar 10, 14",0.059430230021015246
2014-03-11,73.7852,73.9297,73.2072,73.424,4667987,4667987,-0.37937,-0.514,73.5016,"Mar 11, 14",0.053985461477508975
2014-03-12,72.9181,73.0265,72.4756,72.7646,7048929,7048929,-0.659363,-0.898,72.677,"Mar 12, 14",0.04451991869451874
2014-03-13,73.2162,73.2162,71.1026,71.1749,7665899,7665899,-1.5897,-2.185,68.7869,"Mar 13, 14",0.02170012287692771
2014-03-14,71.193,72.1504,71.1659,71.6988,6739016,6739016,0.523876,0.736,71.74,"Mar 14, 14",0.029220592795048208
2014-03-17,71.8704,72.4259,71.5814,71.8794,5547699,5547699,0.180647,0.252,71.8619,"Mar 17, 14",0.03181306629612192
2014-03-18,71.9426,72.7646,71.9155,72.0962,5032641,5032641,0.216776,0.302,72.2961,"Mar 18, 14",0.03492518287991354
2014-03-19,72.2317,72.6968,71.7168,72.033,6568371,6568371,-0.063227,-0.088,70.6777,"Mar 19, 14",0.034017960702350705
2014-03-20,71.9968,72.4756,71.7801,72.3401,5097855,5097855,0.3071,0.426,72.2615,"Mar 20, 14",0.038426314036679385
2014-03-21,72.9633,73.9749,72.4846,72.6381,10086173,10086173,0.298065,0.412,70.7711,"Mar 21, 14",0.042704038861263775
2014-03-24,72.6291,72.6743,71.5362,71.9517,7574336,7574336,-0.686456,-0.945,71.951,"Mar 24, 14",0.032850916983428825
2014-03-25,72.3039,72.3401,71.5,71.7801,5375497,5375497,-0.171614,-0.239,71.7628,"Mar 25, 14",0.030387636513970088
2014-03-26,71.7981,72.0601,71.0846,71.2381,6365519,6365519,-0.541941,-0.755,71.3953,"Mar 26, 14",0.022607345054490743
2014-03-27,71.0213,71.3736,70.7865,71.0665,5803263,5803263,-0.171616,-0.241,70.863,"Mar 27, 14",0.020144064585032005
2014-03-28,71.2833,71.8072,70.8949,71.1026,5132693,5132693,0.036131,0.051,71.2791,"Mar 28, 14",0.020662272189620804
2014-03-31,71.5452,71.6536,71.211,71.473,5736200,5736200,0.370325,0.521,71.421,"Mar 31, 14",0.02597928317964141
2014-04-01,71.5723,72.5207,71.5723,71.6988,6697949,6697949,0.22581,0.316,71.965,"Apr 1, 14",0.029220592795048208
2014-04-02,71.8433,72.9452,71.7936,72.2136,6611747,6611747,0.514843,0.718,73.4586,"Apr 2, 14",0.03661043420342442
2014-04-03,72.2136,72.2768,71.3375,71.7168,5505760,5505760,-0.49678,-0.688,71.8045,"Apr 3, 14",0.029478978858278156
2014-04-04,71.9336,71.9878,70.8949,71.1026,6422052,6422052,-0.614198,-0.856,71.313,"Apr 4, 14",0.020662272189620804
2014-04-07,71.0755,71.0755,69.5762,69.6665,11121603,11121603,-1.4361,-2.02,69.931,"Apr 7, 14",0.000047370778258763046
2014-04-08,69.4678,69.9465,69.0252,69.6484,7372045,7372045,-0.018063,-0.026,69.6479,"Apr 8, 14",-0.00021245076310029025
2014-04-09,69.7659,70.3891,69.6755,70.2355,8028618,8028618,0.587101,0.843,70.1097,"Apr 9, 14",0.008215241332583034
2014-04-10,70.1091,70.651,69.2781,69.3504,6208182,6208182,-0.885169,-1.26,69.2949,"Apr 10, 14",-0.0044901755876848885
2014-04-11,69.2058,69.6033,68.3297,68.3749,8399700,8399700,-0.975492,-1.407,68.8,"Apr 11, 14",-0.018493264736618567
2014-04-14,68.9168,69.4226,68.2033,68.6187,8677247,8677247,0.243871,0.357,68.7703,"Apr 14, 14",-0.014993569057981822
2014-04-15,68.9078,69.0071,67.3903,68.5465,7022954,7022954,-0.072258,-0.105,68.1449,"Apr 15, 14",-0.01602998426715983
2014-04-16,69.0252,69.1697,68.4652,69.1697,6104717,6104717,0.623232,0.909,68.8801,"Apr 16, 14",-0.007084084566887501
2014-04-17,68.8807,70.1633,68.5646,69.6304,6875585,6875585,0.46065,0.666,69.6358,"Apr 17, 14",-0.00047083682633024065
2014-04-21,70.7684,70.7684,70.1542,70.4162,6254150,6254150,0.785815,1.129,70.4331,"Apr 21, 14",0.01080915031178585
2014-04-22,71.1207,72.4665,71.0213,71.9607,11189099,11189099,1.5445,2.193,72.0159,"Apr 22, 14",0.0329801100150438
2014-04-23,72.1414,72.3039,70.8498,70.922,7497133,7497133,-1.0387,-1.443,71.3032,"Apr 23, 14",0.01806979868854709
2014-04-24,71.3284,72.0872,71.1026,72.051,7275948,7275948,1.129,1.592,71.6334,"Apr 24, 14",0.03427634676558066
2014-04-25,71.7259,71.9878,71.3826,71.6988,6381366,6381366,-0.352261,-0.489,71.7465,"Apr 25, 14",0.029220592795048208
2014-04-28,71.8343,73.2975,71.6536,72.4123,14562447,14562447,0.713557,0.995,72.4175,"Apr 28, 14",0.03946272924585719
2014-04-29,72.5478,72.5478,71.8252,71.8252,5147142,5147142,-0.587105,-0.811,71.9945,"Apr 29, 14",0.03103503715017386
2014-04-30,72.0239,72.0239,71.1117,71.8162,8529063,8529063,-0.009032,-0.013,71.6978,"Apr 30, 14",0.030905844118558887
2014-05-01,71.8162,71.9426,71.3104,71.6536,3936731,3936731,-0.162582,-0.226,71.5942,"May 1, 14",0.028571756680715123
2014-05-02,71.6446,72.4033,71.4955,71.7168,3738436,3738436,0.063225,0.088,71.8537,"May 2, 14",0.029478978858278156
2014-05-05,71.3917,71.5181,70.9581,71.0755,3521058,3521058,-0.641294,-0.894,71.2124,"May 5, 14",0.02027325761664698
2014-05-06,71.0304,71.1343,69.8652,69.9284,6475767,6475767,-1.1471,-1.614,71.0909,"May 6, 14",0.0038068879982543578
2014-05-07,70.3168,70.4162,69.1155,69.6213,5378709,5378709,-0.307099,-0.439,70.0993,"May 7, 14",-0.0006014653360741147
