date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-02-18,82.3183,82.6335,81.8455,82.5223,3591615,3591615,0.018541,0.022,82.3095,"Feb 18, 14",0
2014-02-19,82.4017,83.7274,82.272,82.3554,4332272,4332272,-0.166863,-0.202,83.0683,"Feb 19, 14",-0.0020224836195791717
2014-02-20,82.3183,82.7169,81.6879,82.513,4412162,4412162,0.157595,0.191,82.1919,"Feb 20, 14",-0.00011269681043785849
2014-02-21,82.5593,82.8838,82.0958,82.272,3808678,3808678,-0.241023,-0.292,82.497,"Feb 21, 14",-0.003033119532538426
2014-02-24,82.309,83.8293,82.309,83.3566,3267762,3267762,1.0846,1.318,83.3748,"Feb 24, 14",0.010109994510574705
2014-02-25,83.4307,83.7737,82.6428,83.3473,2914759,2914759,-0.00927,-0.011,83.2966,"Feb 25, 14",0.009997297700136847
2014-02-26,83.579,84.0704,82.6984,83.1804,4840187,4840187,-0.166861,-0.2,83.1949,"Feb 26, 14",0.007974814080557674
2014-02-27,83.1063,83.8293,82.9765,83.6996,3075588,3075588,0.519125,0.624,83.578,"Feb 27, 14",0.014266446766510415
2014-02-28,83.6625,85.4099,83.5142,84.6173,4691121,4691121,0.917737,1.096,84.6855,"Feb 28, 14",0.025387077190044374
2014-03-03,83.9869,84.0147,82.652,83.4029,3465250,3465250,-1.2144,-1.435,83.0473,"Mar 3, 14",0.010671054975443016
2014-03-04,84.4041,85.9151,84.3855,85.8502,3755559,3755559,2.4473,2.934,85.3308,"Mar 4, 14",0.04032728123186096
2014-03-05,85.8317,85.8317,85.2013,85.4145,3086478,3086478,-0.435693,-0.508,85.4247,"Mar 5, 14",0.035047496252528135
2014-03-06,85.8039,86.805,85.6185,86.6938,3962682,3962682,1.2793,1.498,86.4472,"Mar 6, 14",0.05054997255287352
2014-03-07,87.2407,87.4632,86.5455,87.009,3864611,3864611,0.315181,0.364,91.3916,"Mar 7, 14",0.05436954617115615
2014-03-10,86.7865,87.0275,86.3415,86.8607,2218705,2218705,-0.148319,-0.17,86.7761,"Mar 10, 14",0.052572456172452695
2014-03-11,86.9812,87.0275,86.2396,86.3971,1946279,1946279,-0.463507,-0.534,86.5557,"Mar 11, 14",0.04695458076180612
2014-03-12,85.9151,86.1376,85.192,86.119,2486089,2486089,-0.278101,-0.322,85.7873,"Mar 12, 14",0.04358458259161461
2014-03-13,86.3971,86.6567,83.8108,84.0704,3990350,3990350,-2.0487,-2.379,79.339,"Mar 13, 14",0.01875977766009921
2014-03-14,83.9406,84.5617,83.0968,83.5883,3583900,3583900,-0.482041,-0.573,83.8236,"Mar 14, 14",0.012917720422237414
2014-03-17,83.9035,85.0344,83.885,84.5988,3039966,3039966,1.0104,1.209,84.5297,"Mar 17, 14",0.025162895362829146
2014-03-18,84.608,85.2569,84.4782,84.9047,2348331,2348331,0.305914,0.362,84.8528,"Mar 18, 14",0.028869772170673914
2014-03-19,84.9788,85.2477,83.6903,84.1074,3425706,3425706,-0.797226,-0.939,82.6563,"Mar 19, 14",0.01920814131452949
2014-03-20,83.8757,85.192,83.6439,84.9974,3779744,3779744,0.889925,1.058,84.7801,"Mar 20, 14",0.02999310489407103
2014-03-21,86.0078,86.8792,84.6915,84.8398,6684544,6684544,-0.15759,-0.185,82.8537,"Mar 21, 14",0.028083318084929716
2014-03-24,84.951,85.053,83.6949,84.367,2525775,2525775,-0.472775,-0.557,84.2892,"Mar 24, 14",0.022353957657505946
2014-03-25,84.7007,85.192,84.0147,84.2094,2420122,2420122,-0.157589,-0.187,84.4848,"Mar 25, 14",0.020444170848364633
2014-03-26,84.6915,84.9973,83.0877,83.1155,3011622,3011622,-1.0939,-1.299,83.6605,"Mar 26, 14",0.007188359994813474
