date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-02-18,101.3392,101.437,100.4163,101.1081,2392878,2392878,-0.115564,-0.114,101.0819,"Feb 18, 14",0
2014-02-19,100.8414,102.4771,100.8148,101.3748,4196321,4196321,0.266684,0.264,101.5876,"Feb 19, 14",0.0026377708610882825
2014-02-20,101.6593,102.5837,100.8681,102.2726,3096784,3096784,0.897829,0.886,102.0655,"Feb 20, 14",0.011517375957020298
2014-02-21,102.486,103.1882,101.9793,102.566,3659997,3659997,0.293353,0.287,102.7722,"Feb 21, 14",0.014419220616350316
2014-02-24,102.9127,104.5216,102.4963,103.5527,3339552,3339552,0.986724,0.962,103.8895,"Feb 24, 14",0.02417808266597838
2014-02-25,103.1616,103.7127,102.726,103.0193,2569549,2569549,-0.533366,-0.515,103.1152,"Feb 25, 14",0.018902540943801813
2014-02-26,103.0193,103.8194,102.7704,103.2149,2951630,2951630,0.195564,0.19,103.2768,"Feb 26, 14",0.02083710405002178
2014-02-27,103.2327,103.6771,102.806,103.6594,2147123,2147123,0.444473,0.431,103.328,"Feb 27, 14",0.025233388818502296
2014-02-28,103.9349,104.8105,103.2949,104.0238,3272406,3272406,0.364465,0.352,104.1356,"Feb 28, 14",0.028837452192257605
2014-03-03,102.7615,104.0949,102.6238,103.7927,3125551,3125551,-0.231122,-0.222,103.2142,"Mar 3, 14",0.026551779728824925
2014-03-04,104.7172,105.0461,104.1394,104.5305,3217568,3217568,0.737819,0.711,104.5967,"Mar 4, 14",0.033848920116192574
2014-03-05,105.0372,105.2684,104.2994,104.3705,2487362,2487362,-0.160011,-0.153,105.6232,"Mar 5, 14",0.03226645540762821
2014-03-06,104.9661,105.0728,104.2372,104.6817,1787080,1787080,0.311132,0.298,104.598,"Mar 6, 14",0.03534434926578596
2014-03-07,105.1083,105.2506,104.5376,105.1706,2912924,2912924,0.488916,0.467,104.9638,"Mar 7, 14",0.04017976799089292
2014-03-10,105.0728,105.2506,103.9172,104.6905,2474285,2474285,-0.48003,-0.456,104.5346,"Mar 10, 14",0.03543138482475694
2014-03-11,104.7083,104.735,102.6726,102.7971,3351510,3351510,-1.8934,-1.809,103.3239,"Mar 11, 14",0.016704893079782998
2014-03-12,102.5926,102.966,101.7917,102.9482,3184200,3184200,0.15112,0.147,102.5504,"Mar 12, 14",0.018199333188933495
2014-03-13,103.1349,103.5616,99.8458,100.3525,5926397,5926397,-2.5957,-2.521,97.3047,"Mar 13, 14",-0.007473189586195241
2014-03-14,100.4858,101.6593,99.9347,100.0947,4213789,4213789,-0.257791,-0.257,100.6701,"Mar 14, 14",-0.010022935847869658
2014-03-17,100.6014,102.1215,100.4947,101.7037,3993559,3993559,1.609,1.607,101.6795,"Mar 17, 14",0.005890724877631016
2014-03-18,101.9704,102.486,101.6415,101.9437,2554949,2554949,0.240014,0.236,101.9544,"Mar 18, 14",0.008264421940477704
2014-03-19,101.9082,102.3171,100.3081,101.3481,2972374,2972374,-0.595591,-0.584,98.7868,"Mar 19, 14",0.002373697062846687
2014-03-20,101.3659,101.7837,100.4503,101.1348,2895527,2895527,-0.213347,-0.211,101.0768,"Mar 20, 14",0.0002640737982417361
2014-03-21,103.5794,104.5394,101.7037,101.8459,10342428,10342428,0.711152,0.703,98.6341,"Mar 21, 14",0.007297140387367651
2014-03-24,102.2015,102.406,100.3881,101.117,3134943,3134943,-0.728929,-0.716,101.0629,"Mar 24, 14",0.00008802459941400573
2014-03-25,101.6681,102.4415,101.1526,102.406,3453302,3453302,1.289,1.275,101.9928,"Mar 25, 14",0.012836755907785952
2014-03-26,102.9838,103.3749,101.8548,101.8548,3462569,3462569,-0.551143,-0.538,102.3621,"Mar 26, 14",0.0073851649867815155
2014-03-27,101.597,101.9615,100.717,101.1614,2412757,2412757,-0.693373,-0.681,100.8225,"Mar 27, 14",0.0005271585560405866
2014-03-28,101.517,102.6193,101.4459,102.0593,2457093,2457093,0.897829,0.888,102.039,"Mar 28, 14",0.009407752692415347
2014-03-31,102.6549,103.9705,102.4771,103.8638,3605443,3605443,1.8046,1.768,103.5369,"Mar 31, 14",0.027254987483693243
2014-04-01,104.0861,104.895,103.8123,104.8239,3304120,3304120,0.960058,0.924,104.4404,"Apr 1, 14",0.03675076477552246
2014-04-02,106.3262,106.7884,105.5626,106.5573,7472890,7472890,1.7334,1.654,106.3111,"Apr 2, 14",0.05389479181193203
2014-04-03,106.664,106.6729,105.8906,106.4684,3775308,3775308,-0.088893,-0.083,106.2945,"Apr 3, 14",0.053015534858235985
2014-04-04,106.8862,107.1085,104.8786,105.055,3700083,3700083,-1.4134,-1.328,106.2356,"Apr 4, 14",0.03903643723895527
2014-04-07,104.1838,105.4817,103.2149,103.2771,3493837,3493837,-1.7779,-1.692,103.7135,"Apr 7, 14",0.02145228720547623
2014-04-08,102.9571,103.4282,102.1748,102.9127,2449346,2449346,-0.364466,-0.353,102.9157,"Apr 8, 14",0.017848223831720782
2014-04-09,103.1793,104.0683,102.7591,104.0416,2552621,2552621,1.129,1.097,103.5209,"Apr 9, 14",0.029013501391085477
2014-04-10,104.0149,104.3705,101.7748,101.837,3075760,3075760,-2.2046,-2.119,102.0437,"Apr 10, 14",0.007209115787953786
2014-04-11,101.4726,102.4149,100.9303,101.277,3112008,3112008,-0.560032,-0.55,101.6057,"Apr 11, 14",0.00167048930797837
2014-04-14,101.9793,102.4949,101.2948,102.1748,2280683,2280683,0.89783,0.887,101.9176,"Apr 14, 14",0.010550094403910385
2014-04-15,102.4949,103.1882,101.277,102.9749,2793984,2793984,0.800045,0.783,102.3733,"Apr 15, 14",0.018463406987175232
2014-04-16,104.0061,104.975,103.0371,104.9572,2926358,2926358,1.9823,1.925,104.2536,"Apr 16, 14",0.03806915568584522
2014-04-17,105.3395,106.0417,104.9839,105.4017,3314138,3314138,0.44447,0.423,105.5027,"Apr 17, 14",0.04246544045432574
2014-04-21,105.4995,105.8373,105.0639,105.1617,2684950,2684950,-0.240014,-0.228,105.2707,"Apr 21, 14",0.04009174339147905
2014-04-22,106.0328,107.2596,105.7839,105.9528,4189333,4189333,0.791157,0.752,106.314,"Apr 22, 14",0.04791604233488715
2014-04-23,105.8551,106.6195,105.7306,106.3617,2683332,2683332,0.408913,0.386,106.3105,"Apr 23, 14",0.05196022870571207
2014-04-24,106.744,106.744,105.3839,105.7662,2150307,2150307,-0.595595,-0.56,105.8419,"Apr 24, 14",0.04607049286852394
2014-04-25,105.3039,105.6506,103.9038,104.1927,3439749,3439749,-1.5734,-1.488,104.3907,"Apr 25, 14",0.030507941500235974
2014-04-28,104.735,105.2319,103.4638,104.6283,3378086,3378086,0.435579,0.418,104.332,"Apr 28, 14",0.034816201669302486
2014-04-29,104.8239,105.2061,104.0594,104.5039,2983606,2983606,-0.12445,-0.119,104.7429,"Apr 29, 14",0.033585835358393726
2014-04-30,104.5483,105.6328,104.4239,105.1883,2841122,2841122,0.684483,0.655,105.1957,"Apr 30, 14",0.040354828149277905
2014-05-01,104.9217,105.3572,103.6594,103.8283,4123105,4123105,-1.3601,-1.293,104.2826,"May 1, 14",0.026903878126480527
2014-05-02,103.1438,104.3793,102.9838,103.5794,5802441,5802441,-0.248902,-0.24,103.6215,"May 2, 14",0.024442156464220113
2014-05-05,103.1438,104.1394,102.6815,103.846,2825309,2825309,0.266681,0.257,103.7024,"May 5, 14",0.02707893828486551
2014-05-06,103.4105,103.6683,103.0371,103.126,1957957,1957957,-0.720043,-0.693,105.9785,"May 6, 14",0.019957847096325733
2014-05-07,103.3571,104.0683,102.7882,103.926,2606228,2606228,0.800045,0.776,103.7424,"May 7, 14",0.027870170639147693
2014-05-08,103.8905,104.975,103.8105,104.0238,2520194,2520194,0.097787,0.094,104.3503,"May 8, 14",0.028837452192257605
2014-05-09,103.846,104.255,103.2505,103.9972,2185116,2185116,-0.026669,-0.026,103.8009,"May 9, 14",0.028574367434458896
2014-05-12,104.3972,105.5617,104.3483,105.455,2795300,2795300,1.4579,1.402,105.342,"May 12, 14",0.042992599010366186
2014-05-13,105.8017,105.9528,105.4995,105.5528,2077064,2077064,0.097784,0.093,105.7283,"May 13, 14",0.04395988056347624
2014-05-14,105.9191,105.928,104.6684,104.8113,1767770,1767770,-0.741491,-0.702,105.2368,"May 14, 14",0.03662614567972309
2014-05-15,104.5701,104.7488,103.0424,103.364,2864671,2864671,-1.4473,-1.381,103.6862,"May 15, 14",0.022311763350315268
2014-05-16,103.5159,103.8286,102.2741,102.3635,4486482,4486482,-1.0006,-0.968,102.6836,"May 16, 14",0.012416413719573494
2014-05-19,101.9078,103.2479,101.7738,102.7566,3205350,3205350,0.393088,0.384,102.7864,"May 19, 14",0.01630433170042769
2014-05-20,102.5868,102.8548,100.5946,101.0413,3751157,3751157,-1.7153,-1.669,101.3598,"May 20, 14",-0.0006606790158255019
2014-05-21,101.488,102.7029,101.488,102.5957,3330107,3330107,1.5545,1.538,102.3997,"May 21, 14",0.014712965627877495
2014-05-22,102.2652,103.1943,102.0954,102.7744,2176495,2176495,0.178677,0.174,102.7956,"May 22, 14",0.01648038089925542
2014-05-23,102.7923,103.3283,102.6761,103.2211,1505074,1505074,0.446686,0.435,103.1987,"May 23, 14",0.020898424557478718
2014-05-27,103.7125,103.9269,103.3194,103.4981,1988317,1988317,0.276947,0.268,104.6841,"May 27, 14",0.0236380665841807
2014-05-28,103.5695,104.1234,103.4802,103.5874,1977431,1977431,0.089342,0.086,103.7473,"May 28, 14",0.02452127969964829
2014-05-29,103.8375,104.2128,103.4445,103.9447,2279182,2279182,0.357351,0.345,103.8513,"May 29, 14",0.028055121201961113
2014-05-30,103.8911,104.3378,103.4355,103.8286,3661710,3661710,-0.116138,-0.112,104.1296,"May 30, 14",0.026906845247809043
2014-06-02,103.9983,105.0168,103.8107,104.8828,2690699,2690699,1.0542,1.015,104.5802,"Jun 2, 14",0.03733330959636281
2014-06-03,105.4188,105.6154,105.0257,105.258,5362607,5362607,0.375222,0.358,105.3258,"Jun 3, 14",0.04104418933794624
2014-06-04,105.3295,105.401,104.3646,104.6505,2778371,2778371,-0.607499,-0.577,104.6165,"Jun 4, 14",0.035035768647615775
2014-06-05,104.7756,105.7762,104.4629,105.5707,2803276,2803276,0.920182,0.879,105.3249,"Jun 5, 14",0.04413691880274685
2014-06-06,105.803,106.2229,105.669,106.2229,1958005,1958005,0.652167,0.618,106.0322,"Jun 6, 14",0.05058744057103242
2014-06-09,106.3122,107.3753,105.8476,107.286,3177136,3177136,1.0631,1.001,106.9374,"Jun 9, 14",0.061101929519000044
2014-06-10,106.9286,107.0626,105.9191,106.4283,2620090,2620090,-0.857644,-0.799,106.3792,"Jun 10, 14",0.052618929640651936
2014-06-11,105.9549,106.0353,105.2938,105.6868,2167199,2167199,-0.741505,-0.697,105.6968,"Jun 11, 14",0.045285194756898926
2014-06-12,105.2848,105.6332,104.1332,104.3914,2537871,2537871,-1.2954,-1.226,104.6677,"Jun 12, 14",0.03247316486018441
2014-06-13,104.454,104.7667,103.8956,104.3378,1919833,1919833,-0.053604,-0.051,104.3342,"Jun 13, 14",0.03194303918281531
2014-06-16,104.1056,104.7131,103.8107,104.4093,1810217,1810217,0.071472,0.069,104.3684,"Jun 16, 14",0.03265020309945503
2014-06-17,103.9626,104.8471,103.8107,104.5344,2243970,2243970,0.125073,0.12,104.476,"Jun 17, 14",0.03388749269346385
2014-06-18,104.6058,104.9453,103.5695,104.7309,2896281,2896281,0.196544,0.188,104.1816,"Jun 18, 14",0.035830957163669505
2014-06-19,104.9453,105.1865,104.2172,105.0436,2256978,2256978,0.312683,0.299,104.8118,"Jun 19, 14",0.038923686628469976
2014-06-20,105.5171,105.669,104.9185,105.4099,5249698,5249698,0.366285,0.349,105.5601,"Jun 20, 14",0.042546541770639545
2014-06-23,105.2223,105.3563,104.2664,104.6416,2100981,2100981,-0.768305,-0.729,104.6418,"Jun 23, 14",0.03494774404820191
2014-06-24,104.2485,104.5165,103.3194,103.3462,2770329,2770329,-1.2954,-1.238,103.8632,"Jun 24, 14",0.0221357141514874
2014-06-25,103.3104,103.9358,103.0603,103.7393,2467336,2467336,0.393087,0.38,103.5699,"Jun 25, 14",0.026023632132341594
2014-06-26,103.6857,103.8286,102.7923,103.4087,2914236,2914236,-0.330549,-0.319,103.2325,"Jun 26, 14",0.022753864428270366
2014-06-27,103.3908,104.1502,103.1675,104.1502,9124025,9124025,0.741504,0.717,114.1679,"Jun 27, 14",0.030087599312023518
2014-06-30,103.9805,103.9805,102.9174,103.1407,3384312,3384312,-1.0095,-0.969,103.6011,"Jun 30, 14",0.020103236041424992
2014-07-01,103.6053,104.052,103.1854,103.5695,3245267,3245267,0.428825,0.416,103.6733,"Jul 1, 14",0.024344241460377676
2014-07-02,103.6142,103.6142,102.4707,102.8638,3821628,3821628,-0.705772,-0.681,102.7612,"Jul 2, 14",0.017364583055165753
2014-07-03,103.2032,103.6321,103.0871,103.2122,1746017,1746017,0.348419,0.339,103.3401,"Jul 3, 14",0.02081039995806471
2014-07-07,103.2836,103.4534,102.4796,102.828,3785466,3785466,-0.384151,-0.372,102.6985,"Jul 7, 14",0.017010506576624524
2014-07-08,102.5153,102.828,101.8006,101.9078,2862034,2862034,-0.920184,-0.895,102.0191,"Jul 8, 14",0.007909356421493445
2014-07-09,102.158,102.292,101.2914,101.7024,3358370,3358370,-0.205479,-0.202,101.6271,"Jul 9, 14",0.005877867351873926
2014-07-10,100.7643,101.7738,100.4525,101.4075,3654818,3654818,-0.294815,-0.29,101.2474,"Jul 10, 14",0.0029611870859011856
2014-07-11,101.6666,102.3367,101.4343,101.9614,3697642,3697642,0.553897,0.546,101.9866,"Jul 11, 14",0.008439482098862548
2014-07-14,102.7208,103.0514,102.4439,102.6315,3017400,3017400,0.670034,0.657,102.7014,"Jul 14, 14",0.015067042106418868
2014-07-15,102.8816,103.8554,102.4171,102.5957,4488711,4488711,-0.035734,-0.035,102.8292,"Jul 15, 14",0.014712965627877495
2014-07-16,102.9799,102.9799,102.0508,102.1669,3503710,3503710,-0.428823,-0.418,102.2998,"Jul 16, 14",0.010471960208924954
2014-07-17,101.7828,101.9436,100.7018,100.7464,4876198,4876198,-1.4205,-1.39,101.3446,"Jul 17, 14",-0.0035773592817983824
2014-07-18,100.9609,101.5371,100.7652,101.4611,4244977,4244977,0.7147,0.709,101.1857,"Jul 18, 14",0.0034913127632702884
2014-07-21,101.3271,101.3986,100.5678,100.9341,5188155,5188155,-0.527094,-0.52,100.9215,"Jul 21, 14",-0.0017209303705637074
2014-07-22,101.7202,101.8453,97.4767,99.0401,10528226,10528226,-1.894,-1.876,99.0793,"Jul 22, 14",-0.020453356358194823
2014-07-23,98.8525,99.0848,97.8698,98.0306,6990953,6990953,-1.0095,-1.019,98.3208,"Jul 23, 14",-0.030437719628793207
2014-07-24,98.2718,98.4415,97.1908,97.3337,6811902,6811902,-0.696839,-0.711,97.6325,"Jul 24, 14",-0.037330342475034146
2014-07-25,97.0568,97.5571,96.8692,97.2712,4349771,4349771,-0.062535,-0.064,97.1619,"Jul 25, 14",-0.037948492751817116
2014-07-28,97.3873,97.5303,96.5565,97.3695,5391509,5391509,0.09827,0.101,97.0951,"Jul 28, 14",-0.03697626599649278
2014-07-29,97.2087,97.6017,95.7793,95.8865,5480659,5480659,-1.483,-1.523,96.5956,"Jul 29, 14",-0.05164373576399908
2014-07-30,96.3153,96.619,94.7608,95.0377,5978252,5978252,-0.848712,-0.885,95.2606,"Jul 30, 14",-0.060038711042933186
2014-07-31,94.4303,95.2066,93.8942,93.9389,6528939,6528939,-1.0989,-1.156,94.4447,"Jul 31, 14",-0.07090628742899915
2014-08-01,93.7334,94.5285,93.1348,93.5815,4731390,4731390,-0.357352,-0.38,93.7636,"Aug 1, 14",-0.07444111797175487
2014-08-04,93.8406,94.1086,93.2644,93.8496,3985887,3985887,0.268014,0.286,93.7391,"Aug 4, 14",-0.07178950054446674
2014-08-05,93.6441,94.4481,93.3403,93.8228,5579417,5579417,-0.026799,-0.029,93.8815,"Aug 5, 14",-0.07205456338315123
2014-08-06,93.1348,93.4029,92.1432,92.7239,5408910,5408910,-1.0989,-1.171,92.9236,"Aug 6, 14",-0.08292312880966009
